# Flat substrate index of 4.8 without absorption.
# Homogeneous conductivity across sample.
cond,freq,param,value
1000.0,2.48,s21.mag,0.2577752897389507
1000.0,2.5,s21.mag,0.2571071760958842
1000.0,2.52,s21.mag,0.2562354581239685
1000.0,2.54,s21.mag,0.2553313337606648
1000.0,2.56,s21.mag,0.25433798379321954
1000.0,2.58,s21.mag,0.25340659028525675
1000.0,2.6,s21.mag,0.25257151462506616
1000.0,2.62,s21.mag,0.2518906508785112
1000.0,2.64,s21.mag,0.2513497165305742
1000.0,2.66,s21.mag,0.25102390324429263
1000.0,2.68,s21.mag,0.2508930050838405
1000.0,2.7,s21.mag,0.2508919289255834
1000.0,2.72,s21.mag,0.2511589337451487
1000.0,2.74,s21.mag,0.25155786610638914
1000.0,2.76,s21.mag,0.2521054739588175
1000.0,2.78,s21.mag,0.2528228628902062
1000.0,2.8,s21.mag,0.2536699036149144
1000.0,2.82,s21.mag,0.25466104923996524
1000.0,2.84,s21.mag,0.2557625852230932
1000.0,2.86,s21.mag,0.2569398762356672
1000.0,2.88,s21.mag,0.2580676849200612
1000.0,2.9,s21.mag,0.2591131413108953
1000.0,2.92,s21.mag,0.26044319918170256
1000.0,2.94,s21.mag,0.26168234560244985
1000.0,2.96,s21.mag,0.26287004393806457
1000.0,2.98,s21.mag,0.26403289567779237
1000.0,3.0,s21.mag,0.265208333202409
2000.0,0.5,s21.mag,0.34289941673907814
2000.0,0.52,s21.mag,0.3427729569263013
2000.0,0.54,s21.mag,0.34255586405723665
2000.0,0.56,s21.mag,0.3423016944159055
2000.0,0.58,s21.mag,0.34215902735424064
2000.0,0.6,s21.mag,0.34187213984178355
2000.0,0.62,s21.mag,0.3416416397338006
2000.0,0.64,s21.mag,0.341220822928496
2000.0,0.66,s21.mag,0.3409471806599961
2000.0,0.68,s21.mag,0.3462452887766128
2000.0,0.7,s21.mag,0.3396477145514158
2000.0,0.72,s21.mag,0.33914834512348724
2000.0,0.74,s21.mag,0.33840393023722404
2000.0,0.76,s21.mag,0.3375773244754452
2000.0,0.78,s21.mag,0.33651867704482613
2000.0,0.8,s21.mag,0.3352417784226781
2000.0,0.82,s21.mag,0.3336875184959725
2000.0,0.84,s21.mag,0.3316010404085005
2000.0,0.86,s21.mag,0.32885626039350385
2000.0,0.88,s21.mag,0.3252798487456608
2000.0,0.9,s21.mag,0.3203613116467093
2000.0,0.92,s21.mag,0.3132012931007789
2000.0,0.94,s21.mag,0.30235244335047134
2000.0,0.96,s21.mag,0.28536071909076766
2000.0,0.98,s21.mag,0.25764613329138086
2000.0,1.0,s21.mag,0.21478102802622026
2000.0,1.02,s21.mag,0.16924175016821352
2000.0,1.04,s21.mag,0.17646421733598006
2000.0,1.06,s21.mag,0.22917340596151203
2000.0,1.08,s21.mag,0.27153705087888097
2000.0,1.1,s21.mag,0.29758812140271995
2000.0,1.12,s21.mag,0.31255927437847686
2000.0,1.14,s21.mag,0.3214657213452159
2000.0,1.16,s21.mag,0.3268076651487844
2000.0,1.18,s21.mag,0.3300898211093459
2000.0,1.2,s21.mag,0.3321467747848833
2000.0,1.22,s21.mag,0.33337367922498023
2000.0,1.24,s21.mag,0.3340347287334058
2000.0,1.26,s21.mag,0.33418632527379094
2000.0,1.28,s21.mag,0.33400504487207977
2000.0,1.3,s21.mag,0.33350905534932634
2000.0,1.32,s21.mag,0.3327625579899277
2000.0,1.34,s21.mag,0.33186571079278443
2000.0,1.36,s21.mag,0.33061646964420877
2000.0,1.38,s21.mag,0.32917887234754295
2000.0,1.4,s21.mag,0.3276309661799385
2000.0,1.42,s21.mag,0.32579969306308443
2000.0,1.44,s21.mag,0.3238607725551213
2000.0,1.46,s21.mag,0.321768736828176
2000.0,1.48,s21.mag,0.3195744983567994
2000.0,1.5,s21.mag,0.31730969099603623
2000.0,1.52,s21.mag,0.3149936507296615
2000.0,1.54,s21.mag,0.3125773664230985
2000.0,1.56,s21.mag,0.31019532556116963
2000.0,1.58,s21.mag,0.307553263679643
2000.0,1.6,s21.mag,0.3048858310909183
2000.0,1.62,s21.mag,0.30210781188178504
2000.0,1.64,s21.mag,0.2991317101211438
2000.0,1.66,s21.mag,0.295972498722432
2000.0,1.68,s21.mag,0.29250630762429725
2000.0,1.7,s21.mag,0.2888272840297467
2000.0,1.72,s21.mag,0.28487025116708836
2000.0,1.74,s21.mag,0.28067632604122494
2000.0,1.76,s21.mag,0.2761062476656405
2000.0,1.78,s21.mag,0.2713677394238305
2000.0,1.8,s21.mag,0.2663892828174587
2000.0,1.82,s21.mag,0.2613674998923929
2000.0,1.84,s21.mag,0.2563923945829907
2000.0,1.86,s21.mag,0.2516552006218032
2000.0,1.88,s21.mag,0.2473453051909415
2000.0,1.9,s21.mag,0.24374382043448814
2000.0,1.92,s21.mag,0.24103348315120038
2000.0,1.94,s21.mag,0.23933250928363242
2000.0,1.96,s21.mag,0.23855607307297794
2000.0,1.98,s21.mag,0.2386908670225989
2000.0,2.0,s21.mag,0.23944418973948814
2000.0,2.02,s21.mag,0.24079323080186452
2000.0,2.04,s21.mag,0.24233035303073364
2000.0,2.06,s21.mag,0.24396823563734688
2000.0,2.08,s21.mag,0.2455951953927438
2000.0,2.1,s21.mag,0.24695149321273602
2000.0,2.12,s21.mag,0.24808347385507162
2000.0,2.14,s21.mag,0.24899375494176557
2000.0,2.16,s21.mag,0.24970530631125964
2000.0,2.18,s21.mag,0.25031709889657955
2000.0,2.2,s21.mag,0.25079244406480833
2000.0,2.22,s21.mag,0.2511684693587155
2000.0,2.24,s21.mag,0.25166153857910034
2000.0,2.26,s21.mag,0.2521295302022355
2000.0,2.28,s21.mag,0.2527864711569826
2000.0,2.3,s21.mag,0.25344230112591704
2000.0,2.32,s21.mag,0.2542567206584715
2000.0,2.34,s21.mag,0.25511428811417053
2000.0,2.36,s21.mag,0.2559950194828017
2000.0,2.38,s21.mag,0.25682065726884196
2000.0,2.4,s21.mag,0.2575733293646685
2000.0,2.42,s21.mag,0.258067762419098
2000.0,2.44,s21.mag,0.2582959542850023
2000.0,2.46,s21.mag,0.2581910145609254
2000.0,2.48,s21.mag,0.2577950542582227
2000.0,2.5,s21.mag,0.2571071760958842
2000.0,2.52,s21.mag,0.2562354581239685
2000.0,2.54,s21.mag,0.2553313337606648
2000.0,2.56,s21.mag,0.25433798379321954
2000.0,2.58,s21.mag,0.2533964680101125
2000.0,2.6,s21.mag,0.25267025942916194
2000.0,2.62,s21.mag,0.2518906508785112
2000.0,2.64,s21.mag,0.2513497165305742
2000.0,2.66,s21.mag,0.25102390324429263
2000.0,2.68,s21.mag,0.2508930050838405
2000.0,2.7,s21.mag,0.2508919289255834
2000.0,2.72,s21.mag,0.2511589337451487
2000.0,2.74,s21.mag,0.25160979710655146
2000.0,2.76,s21.mag,0.2521620510703385
2000.0,2.78,s21.mag,0.2528228628902062
2000.0,2.8,s21.mag,0.2537353148460025
2000.0,2.82,s21.mag,0.25466104923996524
2000.0,2.84,s21.mag,0.2556948376483186
2000.0,2.86,s21.mag,0.2568764878302411
2000.0,2.88,s21.mag,0.2580088758163176
2000.0,2.9,s21.mag,0.2591131413108953
2000.0,2.92,s21.mag,0.2603942587692747
2000.0,2.94,s21.mag,0.26163868215537245
2000.0,2.96,s21.mag,0.26283182836178726
2000.0,2.98,s21.mag,0.2640003030301291
2000.0,3.0,s21.mag,0.26508519385284424
5000.0,0.5,s21.mag,0.34159591625193647
5000.0,0.52,s21.mag,0.3414583576367695
5000.0,0.54,s21.mag,0.34120423502647207
5000.0,0.56,s21.mag,0.3410397777386093
5000.0,0.58,s21.mag,0.34073633501580075
5000.0,0.6,s21.mag,0.3404967694413561
5000.0,0.62,s21.mag,0.3401224779399327
5000.0,0.64,s21.mag,0.33973195316307825
5000.0,0.66,s21.mag,0.3393937241611872
5000.0,0.68,s21.mag,0.344640754989888
5000.0,0.7,s21.mag,0.33803683231269344
5000.0,0.72,s21.mag,0.33737701462903485
5000.0,0.74,s21.mag,0.3365907455649962
5000.0,0.76,s21.mag,0.33557270449188803
5000.0,0.78,s21.mag,0.3344220237962805
5000.0,0.8,s21.mag,0.3329764706401941
5000.0,0.82,s21.mag,0.3311356972602018
5000.0,0.84,s21.mag,0.32883748265670687
5000.0,0.86,s21.mag,0.3257505333840606
5000.0,0.88,s21.mag,0.3218066034126708
5000.0,0.9,s21.mag,0.3162329837319314
5000.0,0.92,s21.mag,0.3085210041472055
5000.0,0.94,s21.mag,0.2972068808086381
5000.0,0.96,s21.mag,0.2805146163749761
5000.0,0.98,s21.mag,0.2561904955301816
5000.0,1.0,s21.mag,0.2247674576089697
5000.0,1.02,s21.mag,0.19855417396771088
5000.0,1.04,s21.mag,0.20217757046715149
5000.0,1.06,s21.mag,0.23313965771614234
5000.0,1.08,s21.mag,0.2640552214973224
5000.0,1.1,s21.mag,0.2872774965081672
5000.0,1.12,s21.mag,0.3024564100825109
5000.0,1.14,s21.mag,0.3123046749570041
5000.0,1.16,s21.mag,0.3187164413706955
5000.0,1.18,s21.mag,0.3228600006194635
5000.0,1.2,s21.mag,0.325684909076242
5000.0,1.22,s21.mag,0.32742574730769114
5000.0,1.24,s21.mag,0.32852903981231246
5000.0,1.26,s21.mag,0.32909846550842503
5000.0,1.28,s21.mag,0.3292544608657565
5000.0,1.3,s21.mag,0.32898732498380545
5000.0,1.32,s21.mag,0.3284781880125376
5000.0,1.34,s21.mag,0.3276669650727702
5000.0,1.36,s21.mag,0.32659885180447285
5000.0,1.38,s21.mag,0.32529706423513877
5000.0,1.4,s21.mag,0.32381182807303377
5000.0,1.42,s21.mag,0.3222043606160538
5000.0,1.44,s21.mag,0.3203582994086465
5000.0,1.46,s21.mag,0.3183279126938133
5000.0,1.48,s21.mag,0.31634781491263697
5000.0,1.5,s21.mag,0.3141623783969048
5000.0,1.52,s21.mag,0.3119154372582415
5000.0,1.54,s21.mag,0.3096270175549931
5000.0,1.56,s21.mag,0.3072708251689379
5000.0,1.58,s21.mag,0.3048220628497878
5000.0,1.6,s21.mag,0.3023164732527819
5000.0,1.62,s21.mag,0.29962458176858586
5000.0,1.64,s21.mag,0.2967996125334398
5000.0,1.66,s21.mag,0.29368222622419626
5000.0,1.68,s21.mag,0.2904391846841607
5000.0,1.7,s21.mag,0.2869004356915479
5000.0,1.72,s21.mag,0.28313115335476596
5000.0,1.74,s21.mag,0.27904216527256237
5000.0,1.76,s21.mag,0.27470516922693683
5000.0,1.78,s21.mag,0.2701830860731293
5000.0,1.8,s21.mag,0.26539617555646877
5000.0,1.82,s21.mag,0.26070496734815013
5000.0,1.84,s21.mag,0.255985663661073
5000.0,1.86,s21.mag,0.2516139900720944
5000.0,1.88,s21.mag,0.24756170947866715
5000.0,1.9,s21.mag,0.24430736787907154
5000.0,1.92,s21.mag,0.24175253876640054
5000.0,1.94,s21.mag,0.2402291614271673
5000.0,1.96,s21.mag,0.2395492433717961
5000.0,1.98,s21.mag,0.23968948662801212
5000.0,2.0,s21.mag,0.24046995654343184
5000.0,2.02,s21.mag,0.24176720207670852
5000.0,2.04,s21.mag,0.24327426908738212
5000.0,2.06,s21.mag,0.24478368001155631
5000.0,2.08,s21.mag,0.24629033679785328
5000.0,2.1,s21.mag,0.24753628016919055
5000.0,2.12,s21.mag,0.24866469391532045
5000.0,2.14,s21.mag,0.24954536661697407
5000.0,2.16,s21.mag,0.25017405940664594
5000.0,2.18,s21.mag,0.25067129871606764
5000.0,2.2,s21.mag,0.2511224800769537
5000.0,2.22,s21.mag,0.2515288055074409
5000.0,2.24,s21.mag,0.25200049603125785
5000.0,2.26,s21.mag,0.25251069284289723
5000.0,2.28,s21.mag,0.2530758779496774
5000.0,2.3,s21.mag,0.2537151946573165
5000.0,2.32,s21.mag,0.2545251657498724
5000.0,2.34,s21.mag,0.2553724339078124
5000.0,2.36,s21.mag,0.2561875094535251
5000.0,2.38,s21.mag,0.2570548774094746
5000.0,2.4,s21.mag,0.2577504413187299
5000.0,2.42,s21.mag,0.2582360160783155
5000.0,2.44,s21.mag,0.2583598265984865
5000.0,2.46,s21.mag,0.25824283145907456
5000.0,2.48,s21.mag,0.2578148560498405
5000.0,2.5,s21.mag,0.2572336097791267
5000.0,2.52,s21.mag,0.2563503852152362
5000.0,2.54,s21.mag,0.25543453172975655
5000.0,2.56,s21.mag,0.25443358661937693
5000.0,2.58,s21.mag,0.25358537024047745
5000.0,2.6,s21.mag,0.25275323934620497
5000.0,2.62,s21.mag,0.25208605673460005
5000.0,2.64,s21.mag,0.25154244174691476
5000.0,2.66,s21.mag,0.25111863730117684
5000.0,2.68,s21.mag,0.25102302683220123
5000.0,2.7,s21.mag,0.25102481949002575
5000.0,2.72,s21.mag,0.25120609069049266
5000.0,2.74,s21.mag,0.251661757126505
5000.0,2.76,s21.mag,0.2521362330169942
5000.0,2.78,s21.mag,0.2528047863470943
5000.0,2.8,s21.mag,0.25372514656612183
5000.0,2.82,s21.mag,0.2546588502290859
5000.0,2.84,s21.mag,0.2557007039489724
5000.0,2.86,s21.mag,0.25674978091519374
5000.0,2.88,s21.mag,0.25789133370472145
5000.0,2.9,s21.mag,0.2589512888556456
5000.0,2.92,s21.mag,0.2602964655926008
5000.0,2.94,s21.mag,0.26146145031342577
5000.0,2.96,s21.mag,0.26262492265586673
5000.0,2.98,s21.mag,0.2637135756839227
5000.0,3.0,s21.mag,0.2648389699421141
20000.0,0.5,s21.mag,0.3352675498762145
20000.0,0.52,s21.mag,0.3350721265638191
20000.0,0.54,s21.mag,0.3347171343089565
20000.0,0.56,s21.mag,0.33441508638217865
20000.0,0.58,s21.mag,0.3340339054646998
20000.0,0.6,s21.mag,0.33364127442509267
20000.0,0.62,s21.mag,0.33315481386286466
20000.0,0.64,s21.mag,0.3326487937750564
20000.0,0.66,s21.mag,0.3320440482827542
20000.0,0.68,s21.mag,0.3369444612988912
20000.0,0.7,s21.mag,0.3302689964256409
20000.0,0.72,s21.mag,0.3292319547067083
20000.0,0.74,s21.mag,0.3281309494698725
20000.0,0.76,s21.mag,0.32682008812189006
20000.0,0.78,s21.mag,0.3250918024189475
20000.0,0.8,s21.mag,0.323130933214386
20000.0,0.82,s21.mag,0.32072625399240395
20000.0,0.84,s21.mag,0.3177321198745887
20000.0,0.86,s21.mag,0.3140813429670728
20000.0,0.88,s21.mag,0.30963573760145974
20000.0,0.9,s21.mag,0.3041326190989714
20000.0,0.92,s21.mag,0.29745367706585846
20000.0,0.94,s21.mag,0.2896397762739089
20000.0,0.96,s21.mag,0.28092735715839423
20000.0,0.98,s21.mag,0.2721166294073187
20000.0,1.0,s21.mag,0.26471698094379964
20000.0,1.02,s21.mag,0.2603008259687241
20000.0,1.04,s21.mag,0.2596416183896565
20000.0,1.06,s21.mag,0.26432532984941115
20000.0,1.08,s21.mag,0.26957108524469015
20000.0,1.1,s21.mag,0.27689898880277625
20000.0,1.12,s21.mag,0.2838822467150773
20000.0,1.14,s21.mag,0.29012592093778866
20000.0,1.16,s21.mag,0.2953458311877789
20000.0,1.18,s21.mag,0.2995517484509146
20000.0,1.2,s21.mag,0.3027113641738612
20000.0,1.22,s21.mag,0.3052492260432449
20000.0,1.24,s21.mag,0.3071426541527569
20000.0,1.26,s21.mag,0.3083931257340215
20000.0,1.28,s21.mag,0.3092262116962273
20000.0,1.3,s21.mag,0.3095562792126821
20000.0,1.32,s21.mag,0.3096323303532756
20000.0,1.34,s21.mag,0.3093233421518654
20000.0,1.36,s21.mag,0.30874230354779697
20000.0,1.38,s21.mag,0.307891945331475
20000.0,1.4,s21.mag,0.30680568769173755
20000.0,1.42,s21.mag,0.305570891938352
20000.0,1.44,s21.mag,0.30420798806080024
20000.0,1.46,s21.mag,0.3027613086244674
20000.0,1.48,s21.mag,0.30110014945197217
20000.0,1.5,s21.mag,0.2994887810920469
20000.0,1.52,s21.mag,0.29777180860518004
20000.0,1.54,s21.mag,0.2959209522828689
20000.0,1.56,s21.mag,0.29406878447057244
20000.0,1.58,s21.mag,0.2921463331962255
20000.0,1.6,s21.mag,0.29011642490558853
20000.0,1.62,s21.mag,0.2879161683546098
20000.0,1.64,s21.mag,0.2855149208009977
20000.0,1.66,s21.mag,0.28309535496012644
20000.0,1.68,s21.mag,0.2803882486838562
20000.0,1.7,s21.mag,0.2775327908554231
20000.0,1.72,s21.mag,0.2744281508883518
20000.0,1.74,s21.mag,0.27120313420017844
20000.0,1.76,s21.mag,0.2678274257801094
20000.0,1.78,s21.mag,0.26434235377631027
20000.0,1.8,s21.mag,0.260679880313
20000.0,1.82,s21.mag,0.2571826199415505
20000.0,1.84,s21.mag,0.25367745268352093
20000.0,1.86,s21.mag,0.25054085495184214
20000.0,1.88,s21.mag,0.24784440683622458
20000.0,1.9,s21.mag,0.2456202353227437
20000.0,1.92,s21.mag,0.2440934247373329
20000.0,1.94,s21.mag,0.24314888443091817
20000.0,1.96,s21.mag,0.24294890409302117
20000.0,1.98,s21.mag,0.24324754880573823
20000.0,2.0,s21.mag,0.24407107571361256
20000.0,2.02,s21.mag,0.24520203914323388
20000.0,2.04,s21.mag,0.24650933045221637
20000.0,2.06,s21.mag,0.24777580592140144
20000.0,2.08,s21.mag,0.24896819073929907
20000.0,2.1,s21.mag,0.2500212990926973
20000.0,2.12,s21.mag,0.2508684515836936
20000.0,2.14,s21.mag,0.2514992842932162
20000.0,2.16,s21.mag,0.25205602551813755
20000.0,2.18,s21.mag,0.2524521736884038
20000.0,2.2,s21.mag,0.2527834053097632
20000.0,2.22,s21.mag,0.25309006302105186
20000.0,2.24,s21.mag,0.25340333462683556
20000.0,2.26,s21.mag,0.25385921295080077
20000.0,2.28,s21.mag,0.2543902513855435
20000.0,2.3,s21.mag,0.254874655468134
20000.0,2.32,s21.mag,0.25561386895080634
20000.0,2.34,s21.mag,0.2563437145708862
20000.0,2.36,s21.mag,0.25706273553356584
20000.0,2.38,s21.mag,0.2577702077432534
20000.0,2.4,s21.mag,0.2582775638726678
20000.0,2.42,s21.mag,0.2586706400038474
20000.0,2.44,s21.mag,0.25874361827878967
20000.0,2.46,s21.mag,0.2585742833307288
20000.0,2.48,s21.mag,0.25809269652588
20000.0,2.5,s21.mag,0.2574576664230452
20000.0,2.52,s21.mag,0.25662012781541516
20000.0,2.54,s21.mag,0.2557488807404638
20000.0,2.56,s21.mag,0.2548002551019131
20000.0,2.58,s21.mag,0.25392380746987864
20000.0,2.6,s21.mag,0.2531534119856969
20000.0,2.62,s21.mag,0.25248986118258293
20000.0,2.64,s21.mag,0.2519444780105331
20000.0,2.66,s21.mag,0.251560430115708
20000.0,2.68,s21.mag,0.2513943515674129
20000.0,2.7,s21.mag,0.25133897429567104
20000.0,2.72,s21.mag,0.25147679813453966
20000.0,2.74,s21.mag,0.25181781112542456
20000.0,2.76,s21.mag,0.25230626230833036
20000.0,2.78,s21.mag,0.252891320531172
20000.0,2.8,s21.mag,0.2536196364637407
20000.0,2.82,s21.mag,0.25450943008069465
20000.0,2.84,s21.mag,0.255374861722919
20000.0,2.86,s21.mag,0.2563990054582896
20000.0,2.88,s21.mag,0.2574447513545382
20000.0,2.9,s21.mag,0.2584672126208661
20000.0,2.92,s21.mag,0.259585862480991
20000.0,2.94,s21.mag,0.260623137883036
20000.0,2.96,s21.mag,0.2617447038623704
20000.0,2.98,s21.mag,0.262790030252291
20000.0,3.0,s21.mag,0.26377537792599215
40000.0,0.5,s21.mag,0.3277516285237954
40000.0,0.52,s21.mag,0.3273835212713065
40000.0,0.54,s21.mag,0.3269158913237471
40000.0,0.56,s21.mag,0.3265294014327041
40000.0,0.58,s21.mag,0.32603634766694345
40000.0,0.6,s21.mag,0.3254872654959023
40000.0,0.62,s21.mag,0.3248478105205575
40000.0,0.64,s21.mag,0.3241673950291732
40000.0,0.66,s21.mag,0.3234515110491834
40000.0,0.68,s21.mag,0.3279489289508353
40000.0,0.7,s21.mag,0.3212586496890006
40000.0,0.72,s21.mag,0.32017948091656345
40000.0,0.74,s21.mag,0.31885811891811694
40000.0,0.76,s21.mag,0.31733674542983514
40000.0,0.78,s21.mag,0.31551386657324587
40000.0,0.8,s21.mag,0.3136218264088136
40000.0,0.82,s21.mag,0.3112812233334995
40000.0,0.84,s21.mag,0.3087594856842458
40000.0,0.86,s21.mag,0.3057929037763957
40000.0,0.88,s21.mag,0.30257813866834465
40000.0,0.9,s21.mag,0.29906281948781266
40000.0,0.92,s21.mag,0.2953805172992965
40000.0,0.94,s21.mag,0.29172118538083586
40000.0,0.96,s21.mag,0.2881263958751437
40000.0,0.98,s21.mag,0.2849362209337381
40000.0,1.0,s21.mag,0.2824179172786316
40000.0,1.02,s21.mag,0.28059460080336546
40000.0,1.04,s21.mag,0.27894675119097556
40000.0,1.06,s21.mag,0.2791452131060105
40000.0,1.08,s21.mag,0.27978177210104305
40000.0,1.1,s21.mag,0.2810666291113194
40000.0,1.12,s21.mag,0.28268967084065877
40000.0,1.14,s21.mag,0.2843386888905553
40000.0,1.16,s21.mag,0.28590138159862044
40000.0,1.18,s21.mag,0.2874762077111774
40000.0,1.2,s21.mag,0.28880140235116586
40000.0,1.22,s21.mag,0.2899497370235055
40000.0,1.24,s21.mag,0.2907774750560985
40000.0,1.26,s21.mag,0.2914168320464691
40000.0,1.28,s21.mag,0.2916850527538221
40000.0,1.3,s21.mag,0.29173337141986344
40000.0,1.32,s21.mag,0.29160769880097476
40000.0,1.34,s21.mag,0.2912717288031916
40000.0,1.36,s21.mag,0.2906750935322805
40000.0,1.38,s21.mag,0.2899441325497034
40000.0,1.4,s21.mag,0.28907156553351976
40000.0,1.42,s21.mag,0.2880445972414688
40000.0,1.44,s21.mag,0.28702905776245025
40000.0,1.46,s21.mag,0.2858249289337793
40000.0,1.48,s21.mag,0.2846203084813169
40000.0,1.5,s21.mag,0.2833815272737445
40000.0,1.52,s21.mag,0.2820900565422326
40000.0,1.54,s21.mag,0.28070705370545995
40000.0,1.56,s21.mag,0.27930458284818743
40000.0,1.58,s21.mag,0.27786906988724025
40000.0,1.6,s21.mag,0.2762929061702453
40000.0,1.62,s21.mag,0.27467176775198426
40000.0,1.64,s21.mag,0.27281132674432707
40000.0,1.66,s21.mag,0.2709460831973771
40000.0,1.68,s21.mag,0.26884607120060355
40000.0,1.7,s21.mag,0.26670676781814145
40000.0,1.72,s21.mag,0.2643994326771523
40000.0,1.74,s21.mag,0.2619591189479763
40000.0,1.76,s21.mag,0.25951402659586625
40000.0,1.78,s21.mag,0.2570648556298585
40000.0,1.8,s21.mag,0.25458299236201937
40000.0,1.82,s21.mag,0.2522066612918858
40000.0,1.84,s21.mag,0.2499567962668749
40000.0,1.86,s21.mag,0.24810340586134644
40000.0,1.88,s21.mag,0.2465848738264373
40000.0,1.9,s21.mag,0.24540273022116116
40000.0,1.92,s21.mag,0.2447772048210372
40000.0,1.94,s21.mag,0.24467131012850687
40000.0,1.96,s21.mag,0.24494783118043725
40000.0,1.98,s21.mag,0.24550344193106538
40000.0,2.0,s21.mag,0.24648772788923995
40000.0,2.02,s21.mag,0.24755049989850555
40000.0,2.04,s21.mag,0.2486629244579899
40000.0,2.06,s21.mag,0.24978907101792905
40000.0,2.08,s21.mag,0.2507955541870709
40000.0,2.1,s21.mag,0.2515815772269504
40000.0,2.12,s21.mag,0.2522971660562203
40000.0,2.14,s21.mag,0.25280272941564536
40000.0,2.16,s21.mag,0.2531714241378754
40000.0,2.18,s21.mag,0.2534587343138918
40000.0,2.2,s21.mag,0.25374926600879066
40000.0,2.22,s21.mag,0.25398866116423385
40000.0,2.24,s21.mag,0.2543108334302729
40000.0,2.26,s21.mag,0.25466028351511744
40000.0,2.28,s21.mag,0.2550390166229473
40000.0,2.3,s21.mag,0.25559910015491055
40000.0,2.32,s21.mag,0.2561527083596814
40000.0,2.34,s21.mag,0.2568003115262908
40000.0,2.36,s21.mag,0.2574103533271341
40000.0,2.38,s21.mag,0.25799350767025125
40000.0,2.4,s21.mag,0.25840141253483895
40000.0,2.42,s21.mag,0.2586547119230577
40000.0,2.44,s21.mag,0.25863197791456494
40000.0,2.46,s21.mag,0.2584637111859226
40000.0,2.48,s21.mag,0.25790994552362656
40000.0,2.5,s21.mag,0.2572625312788475
40000.0,2.52,s21.mag,0.25643685382565434
40000.0,2.54,s21.mag,0.25558014398618684
40000.0,2.56,s21.mag,0.25474860156632856
40000.0,2.58,s21.mag,0.2538991925942263
40000.0,2.6,s21.mag,0.2531831352993323
40000.0,2.62,s21.mag,0.25257414752899787
40000.0,2.64,s21.mag,0.2520227172300148
40000.0,2.66,s21.mag,0.2517489424009563
40000.0,2.68,s21.mag,0.25148777306262826
40000.0,2.7,s21.mag,0.2514423393146031
40000.0,2.72,s21.mag,0.2515588599115523
40000.0,2.74,s21.mag,0.25179916600338453
40000.0,2.76,s21.mag,0.2522239084623026
40000.0,2.78,s21.mag,0.2527332585949067
40000.0,2.8,s21.mag,0.2533179030388496
40000.0,2.82,s21.mag,0.2540800070843828
40000.0,2.84,s21.mag,0.25490282462146235
40000.0,2.86,s21.mag,0.25573949636299825
40000.0,2.88,s21.mag,0.25667555395868924
40000.0,2.9,s21.mag,0.25759382756580174
40000.0,2.92,s21.mag,0.25852792885875986
40000.0,2.94,s21.mag,0.25956382644736925
40000.0,2.96,s21.mag,0.26049639152971005
40000.0,2.98,s21.mag,0.2614582184594701
40000.0,3.0,s21.mag,0.26239881859490144
60000.0,0.5,s21.mag,0.320829736776378
60000.0,0.52,s21.mag,0.32040207552386424
60000.0,0.54,s21.mag,0.3199199431107726
60000.0,0.56,s21.mag,0.31939694738679014
60000.0,0.58,s21.mag,0.3188936186253968
60000.0,0.6,s21.mag,0.31818901615234924
60000.0,0.62,s21.mag,0.31752773107242144
60000.0,0.64,s21.mag,0.3167687642429411
60000.0,0.66,s21.mag,0.31600134493384674
60000.0,0.68,s21.mag,0.32028168851809186
60000.0,0.7,s21.mag,0.3138116154638002
60000.0,0.72,s21.mag,0.31262810174390915
60000.0,0.74,s21.mag,0.3114050256498761
60000.0,0.76,s21.mag,0.3099620138016915
60000.0,0.78,s21.mag,0.30848332207754764
60000.0,0.8,s21.mag,0.3067015650432844
60000.0,0.82,s21.mag,0.3049566854489339
60000.0,0.84,s21.mag,0.30297755692460127
60000.0,0.86,s21.mag,0.30077516519819253
60000.0,0.88,s21.mag,0.29862345855608863
60000.0,0.9,s21.mag,0.2963652138831412
60000.0,0.92,s21.mag,0.29412488844026785
60000.0,0.94,s21.mag,0.2919778758741833
60000.0,0.96,s21.mag,0.2899305606520292
60000.0,0.98,s21.mag,0.2880225164809168
60000.0,1.0,s21.mag,0.28639324363539026
60000.0,1.02,s21.mag,0.28512167578070946
60000.0,1.04,s21.mag,0.28309406563896744
60000.0,1.06,s21.mag,0.2813795301723279
60000.0,1.08,s21.mag,0.2822368686050779
60000.0,1.1,s21.mag,0.2819447640939622
60000.0,1.12,s21.mag,0.281775300549924
60000.0,1.14,s21.mag,0.28169657434906803
60000.0,1.16,s21.mag,0.2816968938415899
60000.0,1.18,s21.mag,0.28167136879704335
60000.0,1.2,s21.mag,0.28167555804506716
60000.0,1.22,s21.mag,0.28145312220687835
60000.0,1.24,s21.mag,0.2813212398664559
60000.0,1.26,s21.mag,0.28102302396778805
60000.0,1.28,s21.mag,0.28062004561328113
60000.0,1.3,s21.mag,0.2800473174304657
60000.0,1.32,s21.mag,0.2794257146362875
60000.0,1.34,s21.mag,0.27866887160212206
60000.0,1.36,s21.mag,0.2778008819280457
60000.0,1.38,s21.mag,0.2768973817138761
60000.0,1.4,s21.mag,0.27587868710721386
60000.0,1.42,s21.mag,0.27486507599184007
60000.0,1.44,s21.mag,0.27380615405793934
60000.0,1.46,s21.mag,0.272804783682398
60000.0,1.48,s21.mag,0.27175168812723133
60000.0,1.5,s21.mag,0.2707401152396889
